"VESSEL","HAUL","CRUISE","HAUL_DATE","LAT","LON","VESSEL_TYPE","DUR","FISHING_DEPTH_FATHOMS","BOTTOM_DEPTH_FATHOMS","OFFICIAL_TOTAL_CATCH","POLLWT","POLLNO","SABLWT","SABLNO","HERRWT","HERRNO","CHIN","CHUM","DEPLOYMENT_DATE","DEPLOYMENT_LATITUDE","DEPLOYMENT_LONGITUDE_CONVERTED","CDQ_CODE","NMFS_AREA","PERFORMANCE"
"A225",3,24750,2021-02-18,55.355,-164.12167,1,6.375,38,49,51.1,47536.39,62545,NA,NA,NA,NA,NA,NA,2021-02-18 08:47:00,5521,16407,NA,509,1
"A045",70,24751,2021-02-19,55.275,-164.3025,1,3.75,36,48,97.65,89276.5,101446,NA,NA,NA,NA,NA,NA,2021-02-18 22:45:00,5515,16423,NA,509,1
"A041",53,24714,2021-02-15,56.683335,-162.485835,1,3.95833333333333,27,37,176.61,174838.34,242831,NA,NA,NA,NA,10,NA,2021-02-15 16:35:00,5639,16234,"C55",516,1
"A041",68,24714,2021-02-21,56.02083,-162.543335,1,11.6666666666667,28,38,182.53,178645.83,251606,NA,NA,NA,NA,NA,NA,2021-02-21 05:00:00,5601,16230,NA,516,1
"A091",55,24734,2021-02-11,56.389165,-163.93167,1,9.875,31,43,115.83,113281.13,195332,NA,NA,NA,NA,8,NA,2021-02-11 01:53:00,5621,16406,NA,509,1
"A091",103,24734,2021-02-27,55.641665,-163.43417,1,6.66666666666667,32,44,150.39,148418.22,187873,NA,NA,NA,NA,NA,NA,2021-02-27 08:05:00,5541,16327,NA,509,1
"A041",35,24714,2021-02-04,55.326665,-164.67667,1,3.54166666666667,44,53,155.53,153458.33,264584,NA,NA,NA,NA,4,NA,2021-02-04 15:10:00,5521,16441,"C56",509,1
"A091",89,24734,2021-02-21,56.04,-162.66,1,9.54166666666667,30,41,116.12,113843.91,142296,NA,NA,NA,NA,3,NA,2021-02-21 12:46:00,5556,16242,"C51",516,1
"A136",43,24710,2021-02-08,55.8475,-163.55333,1,12.7083333333333,35,47,140.22,127016.37,171652,NA,NA,NA,NA,15,NA,2021-02-08 00:06:00,5548,16349,NA,509,1
"A074",4,24767,2021-01-27,55.65,-164.725,1,8.16666666666667,39,52,98.33,89171.67,120493,NA,NA,NA,NA,NA,NA,2021-01-27 05:59:00,5539,16438,NA,509,1
"A074",71,24767,2021-02-16,56.8075,-162.7125,1,11.3333333333333,23,33,132.08,127295.8,161132,NA,NA,NA,NA,6,NA,2021-02-16 10:21:00,5647,16235,"C56",516,1
"A074",78,24767,2021-02-20,56.411665,-163.10583,1,8.04166666666667,32,42,78.55,72893.58,114696,NA,NA,NA,NA,3,NA,2021-02-20 14:54:00,5624,16317,NA,516,1
"A262",35,24700,2021-02-04,55.45,-164.558335,1,12.9166666666667,40,53,145.34,141320.1,214124,NA,NA,NA,NA,3,NA,2021-02-04 02:15:00,5528,16434,NA,509,1
"A115",7,24712,2021-01-25,55.413335,-164.41,1,3,33,52,174.88,173465.28,385475,NA,NA,NA,NA,4,NA,2021-01-25 10:31:00,5522,16424,NA,509,1
"A115",11,24712,2021-01-26,55.503335,-164.7425,1,3.29166666666667,34,53,178,177271.34,246217,NA,NA,NA,NA,8,NA,2021-01-26 13:03:00,5531,16441,NA,509,1
"A054",24,24706,2021-02-03,55.74167,-164.275,1,11.875,38,48,62.91,54467.32,75631,NA,NA,NA,NA,10,NA,2021-02-03 11:10:00,5549,16417,NA,509,1
"A069",18,24730,2021-01-29,55.770835,-163.995835,1,5.45833333333333,38,48,102.88,100204.94,123715,NA,NA,NA,NA,NA,NA,2021-01-29 19:40:00,5546,16357,NA,509,1
"A069",49,24730,2021-02-08,55.911665,-163.380835,1,6.54166666666667,36,46,131.11,122734.85,155366,NA,NA,NA,NA,NA,NA,2021-02-08 04:25:00,5554,16327,NA,509,1
"A054",62,24706,2021-02-18,55.575,-164.191665,1,4.83333333333333,40,50,117.62,111580.33,154987,NA,NA,NA,NA,NA,NA,2021-02-18 02:54:00,5535,16408,NA,509,1
"A054",78,24706,2021-02-22,55.80833,-163,1,6.25,31,43,114.68,111808.46,138042,NA,NA,NA,NA,6,NA,2021-02-22 07:42:00,5550,16301,"C52",516,1
"A069",66,24730,2021-02-15,56.2775,-162.315835,1,6.66666666666667,32,40,150.73,146235.05,200328,NA,NA,NA,NA,NA,NA,2021-02-14 23:45:00,5616,16216,NA,516,1
"A069",100,24730,2021-02-25,55.4525,-163.848335,1,4.25,38,45,103.47,100098.07,137334,NA,NA,NA,NA,NA,NA,2021-02-25 16:58:00,5527,16345,"C52",509,1
"A080",48,24719,2021-02-15,56.29,-162.4675,1,17.9166666666667,31,41,105.91,93923.42,127812,NA,NA,NA,NA,NA,NA,2021-02-15 04:50:00,5615,16219,NA,516,5
"A291",13,24753,2021-01-31,56.035,-163.630835,2,11.4583333333333,37,47,58.01,57093.28,64872,NA,NA,NA,NA,NA,NA,2021-01-31 07:20:00,5603,16340,NA,509,1
"A291",27,24753,2021-02-02,55.586665,-164.225,2,8.33333333333333,40,52,53.28,51800.34,71949,NA,NA,NA,NA,NA,NA,2021-02-02 08:50:00,5533,16407,NA,509,1
"A291",34,24753,2021-02-03,55.666665,-164.291665,2,12.0833333333333,41,51,58,56530.14,85641,NA,NA,NA,NA,NA,NA,2021-02-03 01:40:00,5541,16414,NA,509,1
"A282",16,24733,2021-01-30,56.028335,-163.15833,1,13.75,35,45,148.52,141861.68,177330,NA,NA,NA,NA,NA,NA,2021-01-30 15:00:00,5558,16308,NA,509,1
"A282",59,24733,2021-02-14,56.253335,-162.26917,1,6.25,28,37,143.98,141965.1,175265,NA,NA,NA,NA,NA,NA,2021-02-14 06:25:00,5610,16222,"C54",516,1
"A282",69,24733,2021-02-16,56.7675,-162.855,1,8.33333333333333,26,34,181.39,177874.6,214322,NA,NA,NA,NA,NA,NA,2021-02-16 19:00:00,5648,16249,"C54",516,1
"A041",12,24714,2021-01-28,55.574165,-165.006665,1,2.08333333333333,46,56,112.3,112178,287638,1.06,6,NA,NA,11,NA,2021-01-28 13:05:00,5533,16457,"C53",517,1
"78139",14,24603,2021-02-08,55.59167,-164.483335,3,23.75,43,53,170,160584.62,230154,NA,NA,NA,NA,NA,NA,2021-02-07 22:30:00,5537,16418,NA,509,1
"A091",12,24734,2021-01-27,55.755,-164.783335,1,10.4166666666667,39,51,112.07,109907.88,161629,NA,NA,NA,NA,16,NA,2021-01-27 06:15:00,5542,16445,NA,509,1
"A041",74,24714,2021-02-25,55.438335,-163.95,1,2.29166666666667,38,48,123.56,119634.2,181255,NA,NA,NA,NA,NA,NA,2021-02-25 12:55:00,5525,16400,NA,509,1
"A136",61,24710,2021-02-12,56.3875,-162.893335,1,8.91666666666667,29,40,133.98,125206.61,162599,NA,NA,NA,NA,NA,NA,2021-02-12 19:46:00,5621,16249,NA,516,2
"A136",3,24710,2021-01-26,55.501665,-164.4275,1,5.25,42,51,124.17,120905.11,157020,NA,NA,NA,NA,NA,NA,2021-01-26 00:12:00,5534,16425,"C53",509,1
"A136",11,24710,2021-01-28,55.74083,-165.07917,1,11.25,40,53,137.6,132560.21,200855,NA,NA,NA,NA,6,NA,2021-01-28 01:51:00,5550,16506,NA,517,1
"A136",21,24710,2021-01-31,56.03,-163.4225,1,14.9166666666667,33,45,113.35,101363.71,126652,NA,NA,NA,NA,NA,NA,2021-01-31 00:59:00,5600,16315,NA,509,1
"78139",23,24603,2021-02-24,55.75,-163.825,3,19.1666666666667,40,52,265,256724.21,419028,NA,NA,NA,NA,NA,NA,2021-02-24 05:15:00,5539,16349,NA,509,1
"A039",60,24769,2021-02-14,56.31667,-162.225,2,4.20833333333333,37,47,65.65,65124.92,83494,NA,NA,NA,NA,NA,NA,2021-02-14 09:39:00,5616,16216,NA,516,1
"A136",82,24710,2021-02-22,55.900835,-163.02917,1,6.29166666666667,31,43,150.13,147138.07,188634,NA,NA,NA,NA,4,NA,2021-02-22 07:18:00,5558,16301,"C56",509,1
"A115",104,24712,2021-02-21,56.03167,-162.68,1,7.875,28,43,195.45,193949.09,236518,NA,NA,NA,NA,NA,NA,2021-02-21 13:40:00,5600,16241,NA,516,1
"A074",5,24767,2021-01-27,55.62333,-164.795,1,2,39,53,41.62,39813.3,63196,NA,NA,NA,NA,4,NA,2021-01-27 11:00:00,5536,16446,NA,509,1
"A095",9,24630,2021-01-31,55.166665,-164.675,3,2.95833333333333,43,53,25,25000,81366,NA,NA,NA,NA,NA,NA,2021-01-30 23:23:00,5511,16436,NA,509,1
"A074",95,24767,2021-02-23,55.8075,-163.674165,1,7.83333333333333,36,46,168.03,163019.32,236245,NA,NA,NA,NA,NA,NA,2021-02-23 19:47:00,5550,16340,"C55",509,1
"A574",3,24638,2021-01-23,55.275,-164.1,3,4.29166666666667,32,44,105,97595.65,115398,NA,NA,NA,NA,NA,NA,2021-01-23 14:38:00,5517,16403,NA,509,1
"A262",32,24700,2021-02-03,55.583335,-164.53333,1,5.20833333333333,40,50,102.19,100983.45,146357,NA,NA,NA,NA,3,NA,2021-02-03 14:20:00,5539,16432,"C55",509,1
"A262",39,24700,2021-02-05,55.291665,-164.64167,1,16.875,40,53,99.45,85856.61,108991,NA,NA,NA,NA,NA,NA,2021-02-05 07:45:00,5523,16446,"C56",509,1
"A262",98,24700,2021-02-26,55.88333,-164.74167,1,4.375,39,49,171.61,170721.51,270979,NA,NA,NA,NA,3,NA,2021-02-26 10:30:00,5556,16443,"C56",509,1
"A007",8,24695,2021-02-27,55.72681,-163.13208,3,7.91666666666667,34,42,145,145000,190825,NA,NA,NA,NA,NA,NA,2021-02-27 18:47:00,5547,16301,NA,509,1
"A041",82,24714,2021-02-27,55.79167,-163.173335,1,8.33333333333333,34,44,171.87,170639.41,221620,NA,NA,NA,NA,NA,NA,2021-02-27 15:00:00,5547,16300,NA,509,5
"A254",13,24602,2021-02-08,55.58917,-164.80917,3,8.91666666666667,42,54,160,160000,244650,NA,NA,NA,NA,NA,NA,2021-02-08 15:09:00,5538,16446,NA,509,1
"A069",36,24730,2021-02-05,55.618335,-164.98417,1,8.95833333333333,47,56,114.61,110452.97,155558,NA,NA,1.28,9,NA,NA,2021-02-05 00:03:00,5538,16500,NA,509,1
"A054",88,24706,2021-02-25,55.68333,-164.041665,1,10.8333333333333,38,48,111.26,109309.79,153952,NA,NA,1.18,6,NA,NA,2021-02-24 22:14:00,5541,16405,NA,509,1
"A069",7,24730,2021-01-27,55.645,-164.648335,1,7.29166666666667,40,51,100.21,96496.15,129832,NA,NA,NA,NA,NA,NA,2021-01-26 22:05:00,5537,16437,NA,509,2
"A069",92,24730,2021-02-21,55.401665,-164.776665,1,6.375,47,55,125.71,123201.69,267818,NA,NA,NA,NA,6,NA,2021-02-21 10:27:00,5528,16445,"C52",509,1
"A069",96,24730,2021-02-24,55.88583,-163.50833,1,5.41666666666667,40,48,117.92,116284.46,151019,NA,NA,NA,NA,3,NA,2021-02-24 17:10:00,5554,16325,NA,509,1
"A069",108,24730,2021-02-27,55.725,-163.314165,1,3.54166666666667,37,44,107.35,105962.22,130837,NA,NA,NA,NA,NA,NA,2021-02-27 15:55:00,5543,16323,"C52",509,1
"A054",11,24706,2021-01-31,55.891665,-164.33333,1,4.875,36,48,127.06,125764.94,169947,NA,NA,NA,NA,NA,NA,2021-01-31 01:20:00,5554,16426,"C52",509,1
"A080",5,24719,2021-01-25,55.27417,-164.46,1,2.58333333333333,42,51,151.71,149532.04,194198,NA,NA,NA,NA,NA,NA,2021-01-25 07:14:00,5514,16429,NA,509,1
"A291",136,24753,2021-02-23,55.71583,-163.5075,2,10.2083333333333,35,47,55.7,54830.23,74095,NA,NA,NA,NA,NA,NA,2021-02-23 16:05:00,5542,16328,NA,509,1
"A080",54,24719,2021-02-17,56.64833,-162.61833,1,9.875,28,36,165.34,158006.19,303860,NA,NA,NA,NA,NA,NA,2021-02-16 20:04:00,5638,16229,NA,516,2
"A255",83,24756,2021-02-13,56.416665,-162.316665,2,5.25,32,42,62.68,61607.29,80000,NA,NA,NA,NA,NA,NA,2021-02-13 04:34:00,5620,16218,NA,516,1
"A255",105,24756,2021-02-17,55.708335,-163.766665,2,4.79166666666667,41,51,51.84,48598.7,69434,NA,NA,NA,NA,4,NA,2021-02-17 17:40:00,5542,16347,NA,509,1
"A282",76,24733,2021-02-22,55.874165,-162.91333,1,14.5833333333333,33,43,175.23,169342.81,225784,NA,NA,NA,NA,NA,NA,2021-02-21 21:00:00,5552,16251,"C54",516,1
"A045",7,24751,2021-01-28,55.633335,-165.065835,1,3.125,47,58,78.96,78457.36,132981,NA,NA,NA,NA,12,NA,2021-01-28 10:45:00,5537,16502,NA,517,2
"A225",15,24750,2021-02-21,55.39083,-164.686665,1,7,41,54,83.3,79065.27,113980,NA,NA,NA,NA,NA,NA,2021-02-21 06:35:00,5525,16439,NA,509,1
"A054",2,24706,2021-01-29,55.63333,-163.791665,1,6.625,32,44,104.29,98966.56,120763,NA,NA,NA,NA,NA,NA,2021-01-28 21:26:00,5538,16347,"C52",509,1
"A115",100,24712,2021-02-21,56.47083,-163.075,1,13.5416666666667,28,42,113.33,108028.06,174235,NA,NA,NA,NA,4,NA,2021-02-20 19:15:00,5629,16300,NA,509,2
"A041",13,24714,2021-01-29,55.58417,-163.7725,1,10,32,45,168.15,165344.8,201638,NA,NA,NA,NA,NA,NA,2021-01-29 00:30:00,5533,16344,NA,509,1
"A041",52,24714,2021-02-15,56.686665,-162.315,1,16.25,27,37,163.87,159161.21,234441,NA,NA,NA,NA,NA,NA,2021-02-15 08:45:00,5641,16210,"C55",516,2
"A091",32,24734,2021-02-04,55.353335,-164.711665,1,8.66666666666667,44,56,137.75,133526.34,188069,NA,NA,NA,NA,22,NA,2021-02-04 19:44:00,5519,16450,NA,509,1
"A091",56,24734,2021-02-11,56.348335,-163.886665,1,13.4166666666667,31,43,111.33,109074.09,181793,NA,NA,NA,NA,7,NA,2021-02-11 06:55:00,5625,16342,NA,509,1
"A091",98,24734,2021-02-23,55.73,-163.57,1,4.45833333333333,35,47,107.43,105484.46,163103,NA,NA,NA,NA,NA,NA,2021-02-23 11:44:00,5542,16332,NA,509,1
"A039",68,24769,2021-02-16,55.46667,-163.75,2,6.875,33,43,62.47,60633.28,79838,NA,NA,NA,NA,NA,NA,2021-02-16 04:50:00,5531,16341,NA,509,1
"A074",53,24767,2021-02-12,56.26,-162.731665,1,13.2083333333333,30,40,142.12,120712.29,149026,NA,NA,NA,NA,NA,NA,2021-02-12 04:03:00,5618,16248,NA,516,1
"A095",12,24630,2021-02-03,55.15,-164.925,3,4.08333333333333,48,58,60,54805.19,61039,NA,NA,NA,NA,NA,NA,2021-02-03 19:10:00,5509,16456,NA,509,1
"A074",110,24767,2021-03-03,55.49,-163.685,1,4.04166666666667,30,40,70,67621.18,90163,NA,NA,NA,NA,NA,NA,2021-03-03 15:35:00,5530,16343,NA,509,1
"A382",5,24766,2021-02-26,55.82389,-164.681665,3,21.1666666666667,44,54,122,114781.9,155118,NA,NA,NA,NA,NA,NA,2021-02-26 05:08:00,5544,16433,NA,509,1
"A327",13,24635,2021-02-09,55.0525,-164.991665,3,12.7916666666667,46,60,104.3,102840.24,110212,NA,NA,NA,NA,365,NA,2021-02-09 05:23:00,5500,16457,NA,517,1
"A262",37,24700,2021-02-04,55.308335,-164.666665,1,13.5416666666667,41,54,169.11,161484.46,276678,NA,NA,NA,NA,NA,NA,2021-02-04 16:50:00,5521,16441,"C56",509,1
"A262",63,24700,2021-02-14,56.333335,-162.216665,1,10.2083333333333,31,39,149.12,147274.96,193785,NA,NA,NA,NA,NA,NA,2021-02-14 10:00:00,5619,16224,NA,516,1
"A069",14,24730,2021-01-28,55.626665,-165.14583,1,6.16666666666667,50,58,94.25,93960.59,159251,NA,NA,NA,NA,12,NA,2021-01-28 09:38:00,5540,16514,NA,517,1
"A069",61,24730,2021-02-11,56.35917,-163.9,1,12.9583333333333,34,44,116.12,107204.07,172912,NA,NA,NA,NA,NA,NA,2021-02-10 22:24:00,5620,16345,NA,509,1
"A054",49,24706,2021-02-14,56.23333,-162.45,1,15,26,38,126.39,123594.11,163825,NA,NA,NA,NA,13,NA,2021-02-14 11:30:00,5611,16239,"C52",516,2
"A054",57,24706,2021-02-16,55.45,-164,1,6.16666666666667,37,47,134.44,128925.37,186836,NA,NA,NA,NA,NA,NA,2021-02-16 17:35:00,5525,16407,NA,509,1
"A054",19,24706,2021-02-02,55.975,-165.075,1,8.75,37,49,128.9,125404.37,187170,NA,NA,NA,NA,NA,NA,2021-02-02 01:45:00,5559,16506,NA,517,1
"A291",133,24753,2021-02-23,55.749165,-163.45583,2,7.875,37,47,44.96,42960.23,64121,NA,NA,NA,NA,NA,NA,2021-02-23 05:31:00,5547,16323,NA,509,1
"A291",135,24753,2021-02-23,55.72,-163.464165,2,10.5,36,46,57.05,56541.34,75390,NA,NA,NA,NA,NA,NA,2021-02-23 11:33:00,5545,16324,NA,509,1
"A291",62,24753,2021-02-06,55.45,-164.025,2,7.08333333333333,41,51,56.41,53802.72,80307,NA,NA,NA,NA,NA,NA,2021-02-06 14:35:00,5524,16358,NA,509,1
"A291",154,24753,2021-02-25,55.783335,-164.433335,2,11.0416666666667,41,51,53.41,52117.75,76644,NA,NA,NA,NA,NA,NA,2021-02-25 19:20:00,5545,16422,NA,509,1
"A080",57,24719,2021-02-18,55.56833,-164.235,1,4.66666666666667,40,48,146.98,142506.53,190007,NA,NA,NA,NA,NA,NA,2021-02-18 06:14:00,5532,16416,NA,509,1
"A291",119,24753,2021-02-15,56.20833,-162.718335,2,17.7916666666667,32,42,13.99,12396.42,17131,NA,NA,NA,NA,NA,NA,2021-02-15 14:45:00,5615,16235,NA,516,1
"A045",91,24751,2021-02-24,55.7375,-163.595,1,7.29166666666667,35,49,100.45,91552.93,123717,NA,NA,NA,NA,NA,NA,2021-02-24 03:10:00,5546,16332,NA,509,1
"A255",26,24756,2021-02-02,55.28333,-164.175,2,10,33,46,54.83,48342.07,58802,NA,NA,NA,NA,NA,NA,2021-02-02 18:00:00,5517,16410,NA,509,1
"A255",30,24756,2021-02-03,55.72,-164.287915,2,7.5,41,51,28.19,26321.69,36020,NA,NA,NA,NA,4,NA,2021-02-03 07:05:00,5545,16416,NA,509,1
"A255",137,24756,2021-02-23,55.73333,-163.53333,2,6.875,38,48,58.93,58174.85,81940,NA,NA,NA,NA,NA,NA,2021-02-23 18:41:00,5541,16329,NA,509,1
"A255",141,24756,2021-02-24,55.716665,-163.6,2,11.7916666666667,30,47,60.66,54700.03,75979,NA,NA,NA,NA,NA,NA,2021-02-24 06:17:00,5548,16332,NA,509,1
"A255",109,24756,2021-02-18,55.716665,-163.825,2,16.25,40,50,44.09,38900.11,58793,NA,NA,NA,NA,NA,NA,2021-02-18 03:00:00,5544,16357,NA,509,1
"A282",32,24733,2021-02-03,56.02083,-163.37,1,8.33333333333333,35,45,37.33,32360.8,40383,NA,NA,NA,NA,3,NA,2021-02-03 16:40:00,5601,16325,"C54",509,1
"A455",28,24663,2021-02-25,55.76833,-164.210835,3,11.2916666666667,41,51,110,108486.07,165794,NA,NA,NA,NA,NA,NA,2021-02-25 08:18:00,5543,16405,NA,509,1
"A115",60,24712,2021-02-09,56.19,-163.48167,1,8.41666666666667,30,46,205.84,204564.11,272751,NA,NA,NA,NA,4,NA,2021-02-09 09:00:00,5610,16328,NA,509,1
"A115",67,24712,2021-02-11,56.39917,-163.90417,1,20,27,44,158.39,151355.73,285577,NA,NA,NA,NA,NA,NA,2021-02-10 22:30:00,5620,16403,NA,509,2
"A041",64,24714,2021-02-20,56.5225,-163.31333,1,15.4166666666667,30,40,183.86,178454.17,293745,NA,NA,NA,NA,NA,NA,2021-02-19 18:40:00,5631,16318,NA,509,1
"A091",51,24734,2021-02-10,56.265,-163.8125,1,10.9583333333333,33,45,117.8,115395.22,169699,NA,NA,NA,NA,9,NA,2021-02-10 06:00:00,5613,16355,NA,509,1
"A091",59,24734,2021-02-12,56.09833,-162.750835,1,9.16666666666667,28,41,120.76,117006.99,162523,NA,NA,NA,NA,NA,NA,2021-02-12 02:10:00,5600,16250,"C51",516,1
"A041",39,24714,2021-02-11,55.515,-164.380835,1,9.58333333333333,41,52,45.75,40730.22,75645,NA,NA,NA,NA,NA,NA,2021-02-11 12:10:00,5532,16420,NA,509,1
"A091",20,24734,2021-01-30,55.7475,-164.150835,1,8.75,37,49,127.93,124589.61,159728,NA,NA,NA,NA,3,NA,2021-01-30 02:30:00,5547,16408,NA,509,1
"A041",2,24714,2021-01-25,55.24167,-164.480835,1,5,33,52,132.54,131141.12,168129,NA,NA,NA,NA,NA,NA,2021-01-25 06:15:00,5514,16431,"C53",509,1
"A136",52,24710,2021-02-10,56.298335,-163.8425,1,10.7916666666667,32,44,144.86,139941.32,229410,NA,NA,NA,NA,9,NA,2021-02-10 09:36:00,5617,16349,"C55",509,2
"78139",24,24603,2021-02-24,55.883335,-163.8,3,9.79166666666667,40,51,75,75000,126085,NA,NA,NA,NA,NA,NA,2021-02-24 15:25:00,5554,16351,NA,509,5
"A039",58,24769,2021-02-14,55.791665,-163.175,2,24.375,35,45,59.29,56045.47,83642,NA,NA,NA,NA,NA,NA,2021-02-13 18:37:00,5550,16306,NA,509,1
"A074",40,24767,2021-02-09,56.098335,-163.425,1,6.91666666666667,33,44,161.48,156825.64,217807,NA,NA,NA,NA,5,NA,2021-02-08 22:45:00,5606,16323,NA,509,1
"A063",3,24702,2021-02-07,55.48875,-164.361805,3,12.4583333333333,40,54,75,74419.83,114979,NA,NA,NA,NA,NA,NA,2021-02-07 09:02:00,5529,16409,NA,509,1
"A574",4,24638,2021-01-23,55.26667,-164.15833,3,5.83333333333333,33,45,150,143951.4,165797,NA,NA,NA,NA,NA,NA,2021-01-23 17:21:00,5516,16408,NA,509,1
"A115",23,24712,2021-01-29,55.941665,-164.0325,1,10.8333333333333,24,44,17.3,15765.44,18994,NA,NA,NA,NA,NA,NA,2021-01-29 15:05:00,5553,16356,NA,509,2
"A069",62,24730,2021-02-11,56.411665,-163.925835,1,12.9166666666667,34,44,116.03,110676.82,184463,NA,NA,NA,NA,3,NA,2021-02-11 04:50:00,5622,16404,NA,509,1
"A291",45,24753,2021-02-04,55.533335,-164.704165,2,10,42,56,41.51,40155.12,73015,NA,NA,NA,NA,NA,NA,2021-02-04 05:30:00,5532,16438,NA,509,1
"A291",145,24753,2021-02-24,55.761665,-163.918335,2,2.58333333333333,41,51,60.41,60078.5,88347,NA,NA,NA,NA,NA,NA,2021-02-24 12:50:00,5546,16355,NA,509,1
"A291",163,24753,2021-02-27,55.959165,-164.97,2,18.0416666666667,40,50,49.37,48307.39,70005,NA,NA,NA,NA,NA,NA,2021-02-26 20:55:00,5554,16456,NA,517,1
"A080",65,24719,2021-02-20,55.87083,-164.483335,1,13,40,48,84.71,83719.46,164149,NA,NA,3.55,4,4,NA,2021-02-20 16:52:00,5553,16414,"C55",509,2
"A080",68,24719,2021-02-21,55.889165,-162.7675,1,14.0416666666667,34,41,110.38,106035.51,134595,NA,NA,NA,NA,NA,NA,2021-02-21 15:35:00,5554,16234,NA,516,1
"A255",37,24756,2021-02-04,55.375,-164.041665,2,10,33,43,54.23,52549.57,67377,NA,NA,NA,NA,NA,NA,2021-02-04 04:21:00,5520,16402,NA,509,1
"A255",47,24756,2021-02-05,55.46667,-163.95,2,3.75,38,48,54.46,44036.91,66341,NA,NA,NA,NA,NA,NA,2021-02-05 11:30:00,5531,16355,NA,509,1
"A255",18,24756,2021-02-01,55.441665,-164.3,2,5.20833333333333,44,54,51.33,50660.48,81713,NA,NA,NA,NA,NA,NA,2021-02-01 15:07:00,5524,16416,NA,509,1
"A225",23,24750,2021-02-23,55.649165,-163.509165,1,2.08333333333333,30,41,87.03,78609.31,98182,NA,NA,NA,NA,NA,NA,2021-02-23 12:05:00,5538,16328,NA,509,1
"A045",6,24751,2021-01-28,55.6325,-165.055,1,5.20833333333333,46,56,88.16,85632.74,135927,NA,NA,NA,NA,NA,NA,2021-01-28 03:30:00,5535,16500,NA,517,1
"A045",62,24751,2021-02-14,56.356665,-162.238335,1,1.95833333333333,34,45,106.02,104766.45,136059,NA,NA,NA,NA,NA,NA,2021-02-14 13:43:00,5621,16214,"C51",516,1
"A045",81,24751,2021-02-21,55.474165,-164.7475,1,11,42,55,92.25,90186.54,147855,NA,NA,NA,NA,NA,NA,2021-02-21 07:00:00,5528,16443,"C51",509,1
"A149",3,24620,2021-02-09,55.218055,-164.914585,3,3.125,49,59,22.7,22700,36506,NA,NA,NA,NA,NA,NA,2021-02-09 08:45:00,5514,16452,NA,509,1
"A115",69,24712,2021-02-11,56.04,-162.915835,1,4.16666666666667,25,44,192.86,191037.85,244918,NA,NA,NA,NA,NA,NA,2021-02-11 15:35:00,5602,16256,NA,516,2
"A115",78,24712,2021-02-13,56.2875,-162.34167,1,5.45833333333333,22,39,181.47,178525.29,228878,NA,NA,NA,NA,NA,NA,2021-02-13 07:10:00,5616,16221,NA,516,1
"A041",51,24714,2021-02-15,56.66333,-162.23917,1,12.1666666666667,28,38,172.3,162610.21,210468,NA,NA,NA,NA,6,NA,2021-02-15 02:48:00,5638,16214,NA,516,1
"A091",90,24734,2021-02-21,56.078335,-162.649165,1,9.95833333333333,29,38,91.18,89640.09,105463,NA,NA,NA,NA,NA,NA,2021-02-21 18:36:00,5605,16231,NA,516,1
"A136",55,24710,2021-02-11,56.24417,-163.713335,1,23.2916666666667,33,46,50.42,43499.11,85292,NA,NA,NA,NA,NA,NA,2021-02-11 06:33:00,5622,16352,NA,509,2
"A136",95,24710,2021-02-25,55.81417,-164.3625,1,7.125,37,49,134.79,132443.73,189207,NA,NA,NA,NA,NA,NA,2021-02-25 15:10:00,5547,16428,"C55",509,1
"A115",109,24712,2021-02-22,55.8325,-163.158335,1,9.91666666666667,31,45,204.84,201888.07,262190,NA,NA,NA,NA,NA,NA,2021-02-22 12:32:00,5556,16308,NA,509,1
"A074",13,24767,2021-01-30,56.024165,-163.314165,1,15.5416666666667,35,45,114.29,106759.1,127282,NA,NA,NA,NA,NA,NA,2021-01-30 09:07:00,5601,16330,NA,509,1
"A115",124,24712,2021-02-26,55.791665,-164.483335,1,5.08333333333333,38,50,143.29,141170.36,217180,NA,NA,NA,NA,NA,NA,2021-02-25 22:08:00,5543,16430,NA,509,1
"A574",14,24638,2021-02-10,55.16667,-165.15,3,11.7083333333333,46,62,150,133529.19,151416,NA,NA,NA,NA,NA,NA,2021-02-09 22:06:00,5507,16505,NA,517,1
"A039",17,24697,2021-01-31,55.33917,-164.38,2,4.16666666666667,44,54,66.81,65731.44,115319,NA,NA,NA,NA,NA,NA,2021-01-31 14:55:00,5519,16418,NA,509,1
"A054",25,24706,2021-02-03,55.666665,-164.65,1,6.29166666666667,37,49,101.22,98673.86,143252,NA,NA,NA,NA,NA,NA,2021-02-03 17:35:00,5539,16436,"C52",509,1
"A069",55,24730,2021-02-09,56.179165,-163.539165,1,4.08333333333333,38,46,107.57,106408.81,145771,NA,NA,NA,NA,NA,NA,2021-02-09 09:44:00,5609,16330,"C52",509,1
"A054",87,24706,2021-02-24,55.75,-163.89167,1,5,38,48,127.21,125178.81,212155,NA,NA,NA,NA,NA,NA,2021-02-24 15:35:00,5548,16352,"C52",509,1
"A254",8,24602,2021-02-03,55.663335,-164.154165,3,4.79166666666667,39,51,50,50000,64123,NA,NA,NA,NA,NA,NA,2021-02-02 22:10:00,5539,16404,NA,509,1
"A138",7,24690,2021-02-21,55.30667,-164.803335,3,9.25,47,57,105,104508.58,155616,NA,NA,NA,NA,NA,NA,2021-02-21 13:50:00,5520,16448,NA,509,1
